scalar	theta	mle
0.101	0.0061	-33649.6
0.101	0.0062	-33724.1
0.101	0.0063	-33803.1
0.101	0.0064	-33886.7
0.101	0.0065	-33974.4
0.101	0.0066	-34066.1
0.101	0.0067	-34161.7
0.101	0.0068	-34261
0.101	0.0069	-34363.7
0.101	0.007	-34469.8
0.101	0.0071	-34579.1
0.101	0.0072	-34691.5
0.101	0.0073	-34806.7
0.101	0.0074	-34924.8
0.101	0.0075	-35045.5
0.101	0.0076	-35168.7
0.101	0.0077	-35294.4
0.101	0.0078	-35422.5
0.101	0.0079	-35552.8
0.101	0.008	-35685.2
0.101	0.0081	-35819.6
0.101	0.0082	-35956.1
0.101	0.0083	-36094.4
0.101	0.0084	-36234.5
0.101	0.0085	-36376.3
0.101	0.0086	-36519.8
0.101	0.0087	-36664.9
0.101	0.0088	-36811.5
0.101	0.0089	-36959.5
0.101	0.009	-37108.9
0.101	0.0091	-37259.7
0.101	0.0092	-37411.7
0.101	0.0093	-37565
0.101	0.0094	-37719.4
0.101	0.0095	-37874.9
0.101	0.0096	-38031.6
0.101	0.0097	-38189.2
0.101	0.0098	-38347.8
0.101	0.0099	-38507.4
0.111	0.001	-56987.9
0.111	0.0011	-54472.9
0.111	0.0012	-52274.3
0.111	0.0013	-50337.8
0.111	0.0014	-48621.1
0.111	0.0015	-47091.4
0.111	0.0016	-45722
0.111	0.0017	-44491.5
0.111	0.0018	-43382.3
0.111	0.0019	-42379.5
0.111	0.002	-41471
0.111	0.0021	-40646.2
0.111	0.0022	-39896.3
0.111	0.0023	-39213.6
0.111	0.0024	-38591.5
0.111	0.0025	-38024.2
0.111	0.0026	-37506.7
0.111	0.0027	-37034.5
0.111	0.0028	-36603.8
0.111	0.0029	-36211.1
0.111	0.003	-35853.2
0.111	0.0031	-35527.4
0.111	0.0032	-35231.3
0.111	0.0033	-34962.6
0.111	0.0034	-34719.3
0.111	0.0035	-34499.6
0.111	0.0036	-34301.8
0.111	0.0037	-34124.4
0.111	0.0038	-33966
0.111	0.0039	-33825.4
0.111	0.004	-33701.5
0.111	0.0041	-33593.2
0.111	0.0042	-33499.5
0.111	0.0043	-33419.5
0.111	0.0044	-33352.4
0.111	0.0045	-33297.4
0.111	0.0046	-33253.9
0.111	0.0047	-33221.2
0.111	0.0048	-33198.6
0.111	0.0049	-33185.7
0.111	0.005	-33181.8
0.111	0.0051	-33186.5
0.111	0.0052	-33199.4
0.111	0.0053	-33219.9
0.111	0.0054	-33247.8
0.111	0.0055	-33282.6
0.111	0.0056	-33324
0.111	0.0057	-33371.6
0.111	0.0058	-33425.2
0.111	0.0059	-33484.4
0.111	0.006	-33549
0.111	0.0061	-33618.7
0.111	0.0062	-33693.3
0.111	0.0063	-33772.5
0.111	0.0064	-33856.1
0.111	0.0065	-33944
0.111	0.0066	-34035.8
0.111	0.0067	-34131.5
0.111	0.0068	-34230.9
0.111	0.0069	-34333.8
0.111	0.007	-34440
0.111	0.0071	-34549.4
0.111	0.0072	-34661.8
0.111	0.0073	-34777.2
0.111	0.0074	-34895.3
0.111	0.0075	-35016.2
0.111	0.0076	-35139.5
0.111	0.0077	-35265.3
0.111	0.0078	-35393.5
0.111	0.0079	-35523.9
0.111	0.008	-35656.4
0.111	0.0081	-35791
0.111	0.0082	-35927.5
0.111	0.0083	-36065.9
0.111	0.0084	-36206.1
0.111	0.0085	-36348.1
0.111	0.0086	-36491.7
0.111	0.0087	-36636.8
0.111	0.0088	-36783.5
0.111	0.0089	-36931.7
0.111	0.009	-37081.2
0.111	0.0091	-37232
0.111	0.0092	-37384.2
0.111	0.0093	-37537.5
0.111	0.0094	-37692.1
0.111	0.0095	-37847.7
0.111	0.0096	-38004.4
0.111	0.0097	-38162.2
0.111	0.0098	-38320.9
0.111	0.0099	-38480.6
0.121	0.001	-56953.4
0.121	0.0011	-54438.5
0.121	0.0012	-52240.1
0.121	0.0013	-50303.7
0.121	0.0014	-48587.3
0.121	0.0015	-47057.6
0.121	0.0016	-45688.4
0.121	0.0017	-44458.1
0.121	0.0018	-43349
0.121	0.0019	-42346.4
0.121	0.002	-41438
0.121	0.0021	-40613.4
0.121	0.0022	-39863.6
0.121	0.0023	-39181
0.121	0.0024	-38559.1
0.121	0.0025	-37991.9
0.121	0.0026	-37474.6
0.121	0.0027	-37002.6
0.121	0.0028	-36572
0.121	0.0029	-36179.4
0.121	0.003	-35821.7
0.121	0.0031	-35496.1
0.121	0.0032	-35200.1
0.121	0.0033	-34931.5
0.121	0.0034	-34688.3
0.121	0.0035	-34468.7
0.121	0.0036	-34271.1
0.121	0.0037	-34093.8
0.121	0.0038	-33935.6
0.121	0.0039	-33795.1
0.121	0.004	-33671.3
0.121	0.0041	-33563.1
0.121	0.0042	-33469.5
0.121	0.0043	-33389.7
0.121	0.0044	-33322.7
0.121	0.0045	-33267.9
0.121	0.0046	-33224.5
0.121	0.0047	-33191.9
0.121	0.0048	-33169.4
0.121	0.0049	-33156.6
0.121	0.005	-33152.9
0.121	0.0051	-33157.7
0.121	0.0052	-33170.7
0.121	0.0053	-33191.4
0.121	0.0054	-33219.4
0.121	0.0055	-33254.3
0.121	0.0056	-33295.8
0.121	0.0057	-33343.5
0.121	0.0058	-33397.2
0.121	0.0059	-33456.5
0.121	0.006	-33521.2
0.121	0.0061	-33591.1
0.121	0.0062	-33665.7
0.121	0.0063	-33745.1
0.121	0.0064	-33828.8
0.121	0.0065	-33916.8
0.121	0.0066	-34008.8
0.121	0.0067	-34104.6
0.121	0.0068	-34204
0.121	0.0069	-34307
0.121	0.007	-34413.3
0.121	0.0071	-34522.8
0.121	0.0072	-34635.4
0.121	0.0073	-34750.9
0.121	0.0074	-34869.1
0.121	0.0075	-34990.1
0.121	0.0076	-35113.5
0.121	0.0077	-35239.5
0.121	0.0078	-35367.7
0.121	0.0079	-35498.2
0.121	0.008	-35630.8
0.121	0.0081	-35765.5
0.121	0.0082	-35902.1
0.121	0.0083	-36040.7
0.121	0.0084	-36181
0.121	0.0085	-36323
0.121	0.0086	-36466.7
0.121	0.0087	-36612
0.121	0.0088	-36758.8
0.121	0.0089	-36907
0.121	0.009	-37056.6
0.121	0.0091	-37207.6
0.121	0.0092	-37359.8
0.121	0.0093	-37513.3
0.121	0.0094	-37667.9
0.121	0.0095	-37823.6
0.121	0.0096	-37980.4
0.121	0.0097	-38138.3
0.121	0.0098	-38297.1
0.121	0.0099	-38456.9
0.131	0.001	-56921.7
0.131	0.0011	-54407
0.131	0.0012	-52208.8
0.131	0.0013	-50272.5
0.131	0.0014	-48556.2
0.131	0.0015	-47026.8
0.131	0.0016	-45657.7
0.131	0.0017	-44427.5
0.131	0.0018	-43318.6
0.131	0.0019	-42316.1
0.131	0.002	-41407.9
0.131	0.0021	-40583.4
0.131	0.0022	-39833.8
0.131	0.0023	-39151.4
0.131	0.0024	-38529.5
0.131	0.0025	-37962.5
0.131	0.0026	-37445.3
0.131	0.0027	-36973.4
0.131	0.0028	-36543
0.131	0.0029	-36150.5
0.131	0.003	-35793
0.131	0.0031	-35467.5
0.131	0.0032	-35171.7
0.131	0.0033	-34903.2
0.131	0.0034	-34660.2
0.131	0.0035	-34440.7
0.131	0.0036	-34243.2
0.131	0.0037	-34066
0.131	0.0038	-33907.9
0.131	0.0039	-33767.6
0.131	0.004	-33643.9
0.131	0.0041	-33535.9
0.131	0.0042	-33442.4
0.131	0.0043	-33362.7
0.131	0.0044	-33295.8
0.131	0.0045	-33241.1
0.131	0.0046	-33197.9
0.131	0.0047	-33165.4
0.131	0.0048	-33143
0.131	0.0049	-33130.3
0.131	0.005	-33126.7
0.131	0.0051	-33131.7
0.131	0.0052	-33144.8
0.131	0.0053	-33165.6
0.131	0.0054	-33193.7
0.131	0.0055	-33228.7
0.131	0.0056	-33270.3
0.131	0.0057	-33318.2
0.131	0.0058	-33372
0.131	0.0059	-33431.4
0.131	0.006	-33496.2
0.131	0.0061	-33566.2
0.131	0.0062	-33641
0.131	0.0063	-33720.4
0.131	0.0064	-33804.3
0.131	0.0065	-33892.3
0.131	0.0066	-33984.4
0.131	0.0067	-34080.3
0.131	0.0068	-34179.9
0.131	0.0069	-34283
0.131	0.007	-34389.4
0.131	0.0071	-34499
0.131	0.0072	-34611.7
0.131	0.0073	-34727.3
0.131	0.0074	-34845.6
0.131	0.0075	-34966.7
0.131	0.0076	-35090.2
0.131	0.0077	-35216.3
0.131	0.0078	-35344.6
0.131	0.0079	-35475.2
0.131	0.008	-35607.9
0.131	0.0081	-35742.7
0.131	0.0082	-35879.4
0.131	0.0083	-36018.1
0.131	0.0084	-36158.5
0.131	0.0085	-36300.6
0.131	0.0086	-36444.4
0.131	0.0087	-36589.8
0.131	0.0088	-36736.6
0.131	0.0089	-36885
0.131	0.009	-37034.7
0.131	0.0091	-37185.7
0.131	0.0092	-37338.1
0.131	0.0093	-37491.6
0.131	0.0094	-37646.3
0.131	0.0095	-37802.2
0.131	0.0096	-37959.1
0.131	0.0097	-38117
0.131	0.0098	-38275.9
0.131	0.0099	-38435.8
0.141	0.001	-56892.5
0.141	0.0011	-54378
0.141	0.0012	-52179.9
0.141	0.0013	-50243.8
0.141	0.0014	-48527.6
0.141	0.0015	-46998.3
0.141	0.0016	-45629.4
0.141	0.0017	-44399.4
0.141	0.0018	-43290.6
0.141	0.0019	-42288.3
0.141	0.002	-41380.2
0.141	0.0021	-40555.9
0.141	0.0022	-39806.4
0.141	0.0023	-39124.1
0.141	0.0024	-38502.4
0.141	0.0025	-37935.6
0.141	0.0026	-37418.5
0.141	0.0027	-36946.7
0.141	0.0028	-36516.5
0.141	0.0029	-36124.1
0.141	0.003	-35766.7
0.141	0.0031	-35441.3
0.141	0.0032	-35145.6
0.141	0.0033	-34877.3
0.141	0.0034	-34634.4
0.141	0.0035	-34415.1
0.141	0.0036	-34217.7
0.141	0.0037	-34040.6
0.141	0.0038	-33882.7
0.141	0.0039	-33742.5
0.141	0.004	-33618.9
0.141	0.0041	-33511
0.141	0.0042	-33417.6
0.141	0.0043	-33338
0.141	0.0044	-33271.3
0.141	0.0045	-33216.7
0.141	0.0046	-33173.6
0.141	0.0047	-33141.2
0.141	0.0048	-33119
0.141	0.0049	-33106.4
0.141	0.005	-33102.9
0.141	0.0051	-33108
0.141	0.0052	-33121.2
0.141	0.0053	-33142.1
0.141	0.0054	-33170.3
0.141	0.0055	-33205.5
0.141	0.0056	-33247.2
0.141	0.0057	-33295.2
0.141	0.0058	-33349.1
0.141	0.0059	-33408.6
0.141	0.006	-33473.6
0.141	0.0061	-33543.6
0.141	0.0062	-33618.5
0.141	0.0063	-33698
0.141	0.0064	-33782
0.141	0.0065	-33870.2
0.141	0.0066	-33962.4
0.141	0.0067	-34058.4
0.141	0.0068	-34158.1
0.141	0.0069	-34261.3
0.141	0.007	-34367.8
0.141	0.0071	-34477.5
0.141	0.0072	-34590.3
0.141	0.0073	-34705.9
0.141	0.0074	-34824.4
0.141	0.0075	-34945.5
0.141	0.0076	-35069.2
0.141	0.0077	-35195.3
0.141	0.0078	-35323.8
0.141	0.0079	-35454.5
0.141	0.008	-35587.3
0.141	0.0081	-35722.2
0.141	0.0082	-35859
0.141	0.0083	-35997.7
0.141	0.0084	-36138.2
0.141	0.0085	-36280.4
0.141	0.0086	-36424.3
0.141	0.0087	-36569.8
0.141	0.0088	-36716.8
0.141	0.0089	-36865.2
0.141	0.009	-37015
0.141	0.0091	-37166.1
0.141	0.0092	-37318.5
0.141	0.0093	-37472.2
0.141	0.0094	-37627
0.141	0.0095	-37782.9
0.141	0.0096	-37939.9
0.141	0.0097	-38097.9
0.141	0.0098	-38256.9
0.141	0.0099	-38416.9
0.151	0.001	-56865.4
0.151	0.0011	-54351
0.151	0.0012	-52153.1
0.151	0.0013	-50217.2
0.151	0.0014	-48501.2
0.151	0.0015	-46972
0.151	0.0016	-45603.2
0.151	0.0017	-44373.4
0.151	0.0018	-43264.7
0.151	0.0019	-42262.5
0.151	0.002	-41354.6
0.151	0.0021	-40530.4
0.151	0.0022	-39781.1
0.151	0.0023	-39098.9
0.151	0.0024	-38477.4
0.151	0.0025	-37910.7
0.151	0.0026	-37393.7
0.151	0.0027	-36922.1
0.151	0.0028	-36492
0.151	0.0029	-36099.8
0.151	0.003	-35742.5
0.151	0.0031	-35417.3
0.151	0.0032	-35121.7
0.151	0.0033	-34853.5
0.151	0.0034	-34610.7
0.151	0.0035	-34391.5
0.151	0.0036	-34194.2
0.151	0.0037	-34017.3
0.151	0.0038	-33859.5
0.151	0.0039	-33719.4
0.151	0.004	-33596
0.151	0.0041	-33488.2
0.151	0.0042	-33394.9
0.151	0.0043	-33315.4
0.151	0.0044	-33248.8
0.151	0.0045	-33194.4
0.151	0.0046	-33151.4
0.151	0.0047	-33119.1
0.151	0.0048	-33097
0.151	0.0049	-33084.5
0.151	0.005	-33081.1
0.151	0.0051	-33086.3
0.151	0.0052	-33099.7
0.151	0.0053	-33120.7
0.151	0.0054	-33149
0.151	0.0055	-33184.3
0.151	0.0056	-33226.1
0.151	0.0057	-33274.2
0.151	0.0058	-33328.2
0.151	0.0059	-33387.9
0.151	0.006	-33452.9
0.151	0.0061	-33523
0.151	0.0062	-33598
0.151	0.0063	-33677.7
0.151	0.0064	-33761.7
0.151	0.0065	-33850
0.151	0.0066	-33942.3
0.151	0.0067	-34038.4
0.151	0.0068	-34138.2
0.151	0.0069	-34241.5
0.151	0.007	-34348.1
0.151	0.0071	-34457.9
0.151	0.0072	-34570.8
0.151	0.0073	-34686.6
0.151	0.0074	-34805.1
0.151	0.0075	-34926.4
0.151	0.0076	-35050.1
0.151	0.0077	-35176.4
0.151	0.0078	-35304.9
0.151	0.0079	-35435.7
0.151	0.008	-35568.6
0.151	0.0081	-35703.6
0.151	0.0082	-35840.5
0.151	0.0083	-35979.3
0.151	0.0084	-36119.9
0.151	0.0085	-36262.2
0.151	0.0086	-36406.2
0.151	0.0087	-36551.7
0.151	0.0088	-36698.8
0.151	0.0089	-36847.3
0.151	0.009	-36997.2
0.151	0.0091	-37148.4
0.151	0.0092	-37300.9
0.151	0.0093	-37454.6
0.151	0.0094	-37609.5
0.151	0.0095	-37765.5
0.151	0.0096	-37922.6
0.151	0.0097	-38080.7
0.151	0.0098	-38239.8
0.151	0.0099	-38399.9
0.161	0.001	-56840.1
0.161	0.0011	-54325.9
0.161	0.0012	-52128.1
0.161	0.0013	-50192.4
0.161	0.0014	-48476.5
0.161	0.0015	-46947.5
0.161	0.0016	-45578.9
0.161	0.0017	-44349.2
0.161	0.0018	-43240.6
0.161	0.0019	-42238.6
0.161	0.002	-41330.8
0.161	0.0021	-40506.8
0.161	0.0022	-39757.6
0.161	0.0023	-39075.6
0.161	0.0024	-38454.2
0.161	0.0025	-37887.6
0.161	0.0026	-37370.8
0.161	0.0027	-36899.3
0.161	0.0028	-36469.3
0.161	0.0029	-36077.2
0.161	0.003	-35720.1
0.161	0.0031	-35395
0.161	0.0032	-35099.5
0.161	0.0033	-34831.5
0.161	0.0034	-34588.8
0.161	0.0035	-34369.7
0.161	0.0036	-34172.6
0.161	0.0037	-33995.8
0.161	0.0038	-33838.1
0.161	0.0039	-33698.1
0.161	0.004	-33574.8
0.161	0.0041	-33467.1
0.161	0.0042	-33374
0.161	0.0043	-33294.6
0.161	0.0044	-33228.2
0.161	0.0045	-33173.8
0.161	0.0046	-33130.9
0.161	0.0047	-33098.7
0.161	0.0048	-33076.8
0.161	0.0049	-33064.4
0.161	0.005	-33061.1
0.161	0.0051	-33066.4
0.161	0.0052	-33079.9
0.161	0.0053	-33101
0.161	0.0054	-33129.4
0.161	0.0055	-33164.8
0.161	0.0056	-33206.7
0.161	0.0057	-33254.9
0.161	0.0058	-33309
0.161	0.0059	-33368.8
0.161	0.006	-33433.9
0.161	0.0061	-33504.2
0.161	0.0062	-33579.3
0.161	0.0063	-33659
0.161	0.0064	-33743.2
0.161	0.0065	-33831.6
0.161	0.0066	-33924
0.161	0.0067	-34020.2
0.161	0.0068	-34120.1
0.161	0.0069	-34223.5
0.161	0.007	-34330.2
0.161	0.0071	-34440.1
0.161	0.0072	-34553
0.161	0.0073	-34668.9
0.161	0.0074	-34787.6
0.161	0.0075	-34908.9
0.161	0.0076	-35032.7
0.161	0.0077	-35159
0.161	0.0078	-35287.7
0.161	0.0079	-35418.6
0.161	0.008	-35551.6
0.161	0.0081	-35686.6
0.161	0.0082	-35823.6
0.161	0.0083	-35962.5
0.161	0.0084	-36103.2
0.161	0.0085	-36245.6
0.161	0.0086	-36389.7
0.161	0.0087	-36535.3
0.161	0.0088	-36682.5
0.161	0.0089	-36831.1
0.161	0.009	-36981
0.161	0.0091	-37132.3
0.161	0.0092	-37284.9
0.161	0.0093	-37438.7
0.161	0.0094	-37593.7
0.161	0.0095	-37749.8
0.161	0.0096	-37907
0.161	0.0097	-38065.2
0.161	0.0098	-38224.3
0.161	0.0099	-38384.4
0.171	0.001	-56816.5
0.171	0.0011	-54302.4
0.171	0.0012	-52104.8
0.171	0.0013	-50169.2
0.171	0.0014	-48453.5
0.171	0.0015	-46924.6
0.171	0.0016	-45556.2
0.171	0.0017	-44326.6
0.171	0.0018	-43218.2
0.171	0.0019	-42216.3
0.171	0.002	-41308.7
0.171	0.0021	-40484.8
0.171	0.0022	-39735.7
0.171	0.0023	-39053.9
0.171	0.0024	-38432.6
0.171	0.0025	-37866.1
0.171	0.0026	-37349.5
0.171	0.0027	-36878.1
0.171	0.0028	-36448.2
0.171	0.0029	-36056.3
0.171	0.003	-35699.2
0.171	0.0031	-35374.3
0.171	0.0032	-35079
0.171	0.0033	-34811
0.171	0.0034	-34568.5
0.171	0.0035	-34349.5
0.171	0.0036	-34152.5
0.171	0.0037	-33975.8
0.171	0.0038	-33818.2
0.171	0.0039	-33678.4
0.171	0.004	-33555.2
0.171	0.0041	-33447.6
0.171	0.0042	-33354.6
0.171	0.0043	-33275.4
0.171	0.0044	-33209
0.171	0.0045	-33154.8
0.171	0.0046	-33112
0.171	0.0047	-33079.9
0.171	0.0048	-33058.1
0.171	0.0049	-33045.8
0.171	0.005	-33042.6
0.171	0.0051	-33048.1
0.171	0.0052	-33061.6
0.171	0.0053	-33082.8
0.171	0.0054	-33111.4
0.171	0.0055	-33146.8
0.171	0.0056	-33188.9
0.171	0.0057	-33237.2
0.171	0.0058	-33291.4
0.171	0.0059	-33351.3
0.171	0.006	-33416.5
0.171	0.0061	-33486.8
0.171	0.0062	-33562
0.171	0.0063	-33641.9
0.171	0.0064	-33726.1
0.171	0.0065	-33814.6
0.171	0.0066	-33907.1
0.171	0.0067	-34003.4
0.171	0.0068	-34103.4
0.171	0.0069	-34206.9
0.171	0.007	-34313.7
0.171	0.0071	-34423.7
0.171	0.0072	-34536.7
0.171	0.0073	-34652.7
0.171	0.0074	-34771.4
0.171	0.0075	-34892.9
0.171	0.0076	-35016.8
0.171	0.0077	-35143.2
0.171	0.0078	-35271.9
0.171	0.0079	-35402.9
0.171	0.008	-35536
0.171	0.0081	-35671.1
0.171	0.0082	-35808.2
0.171	0.0083	-35947.2
0.171	0.0084	-36088
0.171	0.0085	-36230.5
0.171	0.0086	-36374.6
0.171	0.0087	-36520.3
0.171	0.0088	-36667.6
0.171	0.0089	-36816.2
0.171	0.009	-36966.3
0.171	0.0091	-37117.7
0.171	0.0092	-37270.4
0.171	0.0093	-37424.3
0.171	0.0094	-37579.3
0.171	0.0095	-37735.5
0.171	0.0096	-37892.7
0.171	0.0097	-38051
0.171	0.0098	-38210.2
0.171	0.0099	-38370.4
0.181	0.001	-56794.3
0.181	0.0011	-54280.4
0.181	0.0012	-52082.9
0.181	0.0013	-50147.4
0.181	0.0014	-48431.9
0.181	0.0015	-46903.2
0.181	0.0016	-45534.9
0.181	0.0017	-44305.4
0.181	0.0018	-43197.2
0.181	0.0019	-42195.5
0.181	0.002	-41287.9
0.181	0.0021	-40464.2
0.181	0.0022	-39715.2
0.181	0.0023	-39033.5
0.181	0.0024	-38412.4
0.181	0.0025	-37846.1
0.181	0.0026	-37329.5
0.181	0.0027	-36858.3
0.181	0.0028	-36428.5
0.181	0.0029	-36036.7
0.181	0.003	-35679.8
0.181	0.0031	-35355
0.181	0.0032	-35059.8
0.181	0.0033	-34792
0.181	0.0034	-34549.6
0.181	0.0035	-34330.7
0.181	0.0036	-34133.8
0.181	0.0037	-33957.3
0.181	0.0038	-33799.8
0.181	0.0039	-33660.1
0.181	0.004	-33537
0.181	0.0041	-33429.5
0.181	0.0042	-33336.6
0.181	0.0043	-33257.5
0.181	0.0044	-33191.2
0.181	0.0045	-33137.1
0.181	0.0046	-33094.4
0.181	0.0047	-33062.5
0.181	0.0048	-33040.7
0.181	0.0049	-33028.6
0.181	0.005	-33025.5
0.181	0.0051	-33031
0.181	0.0052	-33044.7
0.181	0.0053	-33066
0.181	0.0054	-33094.7
0.181	0.0055	-33130.2
0.181	0.0056	-33172.4
0.181	0.0057	-33220.8
0.181	0.0058	-33275.1
0.181	0.0059	-33335
0.181	0.006	-33400.4
0.181	0.0061	-33470.8
0.181	0.0062	-33546.1
0.181	0.0063	-33626.1
0.181	0.0064	-33710.4
0.181	0.0065	-33799
0.181	0.0066	-33891.6
0.181	0.0067	-33988
0.181	0.0068	-34088
0.181	0.0069	-34191.6
0.181	0.007	-34298.5
0.181	0.0071	-34408.6
0.181	0.0072	-34521.7
0.181	0.0073	-34637.8
0.181	0.0074	-34756.6
0.181	0.0075	-34878.1
0.181	0.0076	-35002.2
0.181	0.0077	-35128.6
0.181	0.0078	-35257.5
0.181	0.0079	-35388.5
0.181	0.008	-35521.7
0.181	0.0081	-35656.9
0.181	0.0082	-35794.1
0.181	0.0083	-35933.2
0.181	0.0084	-36074
0.181	0.0085	-36216.6
0.181	0.0086	-36360.8
0.181	0.0087	-36506.6
0.181	0.0088	-36653.9
0.181	0.0089	-36802.7
0.181	0.009	-36952.8
0.181	0.0091	-37104.3
0.181	0.0092	-37257.1
0.181	0.0093	-37411
0.181	0.0094	-37566.2
0.181	0.0095	-37722.4
0.181	0.0096	-37879.7
0.181	0.0097	-38038.1
0.181	0.0098	-38197.4
0.181	0.0099	-38357.7
0.191	0.001	-56773.3
0.191	0.0011	-54259.6
0.191	0.0012	-52062.3
0.191	0.0013	-50126.9
0.191	0.0014	-48411.5
0.191	0.0015	-46883
0.191	0.0016	-45514.8
0.191	0.0017	-44285.5
0.191	0.0018	-43177.4
0.191	0.0019	-42175.8
0.191	0.002	-41268.4
0.191	0.0021	-40444.8
0.191	0.0022	-39696
0.191	0.0023	-39014.5
0.191	0.0024	-38393.4
0.191	0.0025	-37827.2
0.191	0.0026	-37310.8
0.191	0.0027	-36839.8
0.191	0.0028	-36410.1
0.191	0.0029	-36018.4
0.191	0.003	-35661.6
0.191	0.0031	-35336.9
0.191	0.0032	-35041.9
0.191	0.0033	-34774.2
0.191	0.0034	-34531.9
0.191	0.0035	-34313.2
0.191	0.0036	-34116.3
0.191	0.0037	-33939.9
0.191	0.0038	-33782.6
0.191	0.0039	-33643
0.191	0.004	-33520
0.191	0.0041	-33412.6
0.191	0.0042	-33319.9
0.191	0.0043	-33240.8
0.191	0.0044	-33174.7
0.191	0.0045	-33120.7
0.191	0.0046	-33078.1
0.191	0.0047	-33046.3
0.191	0.0048	-33024.6
0.191	0.0049	-33012.6
0.191	0.005	-33009.6
0.191	0.0051	-33015.2
0.191	0.0052	-33028.9
0.191	0.0053	-33050.4
0.191	0.0054	-33079.1
0.191	0.0055	-33114.8
0.191	0.0056	-33157
0.191	0.0057	-33205.5
0.191	0.0058	-33260
0.191	0.0059	-33320
0.191	0.006	-33385.4
0.191	0.0061	-33456
0.191	0.0062	-33531.4
0.191	0.0063	-33611.4
0.191	0.0064	-33695.8
0.191	0.0065	-33784.5
0.191	0.0066	-33877.2
0.191	0.0067	-33973.7
0.191	0.0068	-34073.8
0.191	0.0069	-34177.5
0.191	0.007	-34284.5
0.191	0.0071	-34394.7
0.191	0.0072	-34507.9
0.191	0.0073	-34624
0.191	0.0074	-34743
0.191	0.0075	-34864.5
0.191	0.0076	-34988.7
0.191	0.0077	-35115.2
0.191	0.0078	-35244.1
0.191	0.0079	-35375.3
0.191	0.008	-35508.5
0.191	0.0081	-35643.8
0.191	0.0082	-35781.1
0.191	0.0083	-35920.2
0.191	0.0084	-36061.2
0.191	0.0085	-36203.8
0.191	0.0086	-36348.1
0.191	0.0087	-36494
0.191	0.0088	-36641.4
0.191	0.0089	-36790.2
0.191	0.009	-36940.5
0.191	0.0091	-37092
0.191	0.0092	-37244.8
0.191	0.0093	-37398.9
0.191	0.0094	-37554.1
0.191	0.0095	-37710.4
0.191	0.0096	-37867.8
0.191	0.0097	-38026.2
0.191	0.0098	-38185.6
0.191	0.0099	-38346
0.201	0.001	-56753.6
0.201	0.0011	-54240
0.201	0.0012	-52042.8
0.201	0.0013	-50107.6
0.201	0.0014	-48392.4
0.201	0.0015	-46864
0.201	0.0016	-45495.9
0.201	0.0017	-44266.8
0.201	0.0018	-43158.8
0.201	0.0019	-42157.4
0.201	0.002	-41250.1
0.201	0.0021	-40426.6
0.201	0.0022	-39678
0.201	0.0023	-38996.5
0.201	0.0024	-38375.6
0.201	0.0025	-37809.6
0.201	0.0026	-37293.3
0.201	0.0027	-36822.3
0.201	0.0028	-36392.8
0.201	0.0029	-36001.3
0.201	0.003	-35644.6
0.201	0.0031	-35320
0.201	0.0032	-35025
0.201	0.0033	-34757.5
0.201	0.0034	-34515.3
0.201	0.0035	-34296.7
0.201	0.0036	-34100
0.201	0.0037	-33923.7
0.201	0.0038	-33766.4
0.201	0.0039	-33626.9
0.201	0.004	-33504.1
0.201	0.0041	-33396.8
0.201	0.0042	-33304.2
0.201	0.0043	-33225.2
0.201	0.0044	-33159.2
0.201	0.0045	-33105.3
0.201	0.0046	-33062.8
0.201	0.0047	-33031.1
0.201	0.0048	-33009.5
0.201	0.0049	-32997.6
0.201	0.005	-32994.7
0.201	0.0051	-33000.4
0.201	0.0052	-33014.3
0.201	0.0053	-33035.8
0.201	0.0054	-33064.7
0.201	0.0055	-33100.4
0.201	0.0056	-33142.8
0.201	0.0057	-33191.4
0.201	0.0058	-33245.9
0.201	0.0059	-33306
0.201	0.006	-33371.5
0.201	0.0061	-33442.2
0.201	0.0062	-33517.7
0.201	0.0063	-33597.8
0.201	0.0064	-33682.3
0.201	0.0065	-33771.1
0.201	0.0066	-33863.8
0.201	0.0067	-33960.4
0.201	0.0068	-34060.7
0.201	0.0069	-34164.4
0.201	0.007	-34271.5
0.201	0.0071	-34381.8
0.201	0.0072	-34495.1
0.201	0.0073	-34611.3
0.201	0.0074	-34730.3
0.201	0.0075	-34852
0.201	0.0076	-34976.2
0.201	0.0077	-35102.8
0.201	0.0078	-35231.8
0.201	0.0079	-35363
0.201	0.008	-35496.3
0.201	0.0081	-35631.7
0.201	0.0082	-35769.1
0.201	0.0083	-35908.3
0.201	0.0084	-36049.3
0.201	0.0085	-36192
0.201	0.0086	-36336.4
0.201	0.0087	-36482.4
0.201	0.0088	-36629.9
0.201	0.0089	-36778.8
0.201	0.009	-36929.1
0.201	0.0091	-37080.7
0.201	0.0092	-37233.6
0.201	0.0093	-37387.7
0.201	0.0094	-37543
0.201	0.0095	-37699.4
0.201	0.0096	-37856.9
0.201	0.0097	-38015.3
0.201	0.0098	-38174.8
0.201	0.0099	-38335.2
0.211	0.001	-56734.8
0.211	0.0011	-54221.4
0.211	0.0012	-52024.3
0.211	0.0013	-50089.3
0.211	0.0014	-48374.2
0.211	0.0015	-46845.9
0.211	0.0016	-45478
0.211	0.0017	-44249
0.211	0.0018	-43141.2
0.211	0.0019	-42139.9
0.211	0.002	-41232.8
0.211	0.0021	-40409.4
0.211	0.0022	-39660.9
0.211	0.0023	-38979.6
