,npoly,thetapi,thetaw
23,55,17.09057971014493,14.72836275280304
0,62,16.66304347826087,16.602881648614336
1,66,21.394927536231883,17.67403530336365
2,52,16.235507246376816,13.924997511741056
3,62,19.634057971014496,16.602881648614336
4,56,17.05797101449275,14.99615116649037
5,59,14.195652173913054,15.799516407552353
6,55,14.297101449275369,14.72836275280304
7,57,12.858695652173918,15.263939580177697
8,48,11.083333333333336,12.853843856991745
9,51,12.663043478260876,13.657209098053729
10,67,18.15579710144928,17.941823717050976
11,54,15.92753623188406,14.460574339115713
12,49,10.094202898550723,13.121632270679072
13,60,17.19202898550725,16.06730482123968
14,50,12.858695652173916,13.389420684366401
15,63,18.68115942028986,16.870670062301663
16,50,14.199275362318842,13.389420684366401
17,39,9.73550724637681,10.443748133805792
18,62,13.275362318840582,16.602881648614336
19,44,10.833333333333332,11.782690202242433
20,67,17.894927536231886,17.941823717050976
21,62,16.72826086956522,16.602881648614336
22,78,21.829710144927553,20.887496267611585
23,44,11.159420289855072,11.782690202242433
0,44,9.184782608695652,11.782690202242433
1,58,13.525362318840582,15.531727993865024
2,47,13.307971014492757,12.586055443304417
3,45,11.913043478260875,12.05047861592976
4,60,16.19565217391304,16.06730482123968
5,67,17.699275362318843,17.941823717050976
6,52,12.56884057971015,13.924997511741056
7,62,17.06884057971015,16.602881648614336
8,61,16.420289855072465,16.335093234927008
9,58,16.615942028985515,15.531727993865024
10,58,14.322463768115945,15.531727993865024
11,53,14.192028985507248,14.192785925428385
12,67,20.33333333333334,17.941823717050976
13,54,15.887681159420291,14.460574339115713
14,44,11.597826086956522,11.782690202242433
15,65,17.01086956521739,17.40624688967632
16,60,16.583333333333336,16.06730482123968
17,46,14.409420289855081,12.318267029617088
18,59,16.119565217391308,15.799516407552353
19,53,15.655797101449277,14.192785925428385
20,48,14.007246376811596,12.853843856991745
21,61,15.90942028985508,16.335093234927008
22,60,14.829710144927542,16.06730482123968
23,50,13.271739130434787,13.389420684366401
0,50,12.851449275362322,13.389420684366401
1,65,16.231884057971016,17.40624688967632
2,54,15.836956521739136,14.460574339115713
3,43,12.565217391304351,11.514901788555104
4,54,15.20289855072464,14.460574339115713
5,59,14.666666666666675,15.799516407552353
6,64,18.340579710144926,17.138458475988994
7,49,12.891304347826091,13.121632270679072
8,50,13.663043478260875,13.389420684366401
9,50,12.963768115942027,13.389420684366401
10,66,18.887681159420293,17.67403530336365
11,64,16.86231884057971,17.138458475988994
12,53,12.887681159420293,14.192785925428385
13,42,10.420289855072467,11.247113374867777
14,54,13.15217391304348,14.460574339115713
15,63,17.286231884057976,16.870670062301663
16,61,18.010869565217394,16.335093234927008
17,68,20.688405797101456,18.209612130738304
18,50,13.159420289855074,13.389420684366401
19,72,16.873188405797105,19.280765785487617
20,53,13.746376811594207,14.192785925428385
21,51,12.840579710144933,13.657209098053729
22,53,12.431159420289855,14.192785925428385
23,61,18.880434782608692,16.335093234927008
0,58,13.460144927536236,15.531727993865024
1,46,12.804347826086959,12.318267029617088
2,54,15.065217391304351,14.460574339115713
3,55,13.322463768115945,14.72836275280304
4,65,16.166666666666675,17.40624688967632
5,50,12.159420289855072,13.389420684366401
6,59,13.750000000000004,15.799516407552353
7,59,17.416666666666664,15.799516407552353
8,41,11.97463768115942,10.979324961180449
9,52,11.670289855072463,13.924997511741056
10,49,14.376811594202902,13.121632270679072
11,39,10.141304347826091,10.443748133805792
12,64,18.597826086956523,17.138458475988994
13,57,16.728260869565222,15.263939580177697
14,50,12.978260869565219,13.389420684366401
15,64,17.30434782608696,17.138458475988994
16,50,12.749999999999998,13.389420684366401
17,53,13.500000000000004,14.192785925428385
18,45,12.090579710144931,12.05047861592976
19,55,13.956521739130434,14.72836275280304
20,47,13.539855072463771,12.586055443304417
21,57,14.724637681159427,15.263939580177697
22,55,14.30072463768116,14.72836275280304
23,79,23.63043478260868,21.155284681298912
0,56,15.206521739130439,14.99615116649037
1,64,16.963768115942035,17.138458475988994
2,72,17.576086956521735,19.280765785487617
3,49,12.398550724637685,13.121632270679072
4,65,17.163043478260875,17.40624688967632
5,44,11.253623188405795,11.782690202242433
6,52,14.202898550724642,13.924997511741056
7,71,18.981884057971026,19.01297737180029
8,60,17.300724637681164,16.06730482123968
9,60,14.876811594202902,16.06730482123968
10,58,13.576086956521744,15.531727993865024
11,59,16.09420289855073,15.799516407552353
12,64,18.00000000000001,17.138458475988994
13,48,15.094202898550726,12.853843856991745
14,76,20.452898550724647,20.35191944023693
15,60,14.166666666666671,16.06730482123968
16,52,13.01449275362319,13.924997511741056
17,59,17.67753623188407,15.799516407552353
18,70,16.003623188405797,18.745188958112962
19,71,19.420289855072465,19.01297737180029
20,55,15.463768115942033,14.72836275280304
21,61,18.297101449275374,16.335093234927008
22,59,17.594202898550726,15.799516407552353
23,56,13.909420289855076,14.99615116649037
0,43,14.18115942028986,11.514901788555104
1,44,9.655797101449275,11.782690202242433
2,43,11.039855072463771,11.514901788555104
3,62,18.33333333333334,16.602881648614336
4,62,17.271739130434785,16.602881648614336
5,47,12.166666666666673,12.586055443304417
6,53,14.485507246376812,14.192785925428385
7,61,15.652173913043487,16.335093234927008
8,53,13.398550724637683,14.192785925428385
9,50,14.561594202898554,13.389420684366401
10,72,19.55434782608697,19.280765785487617
11,50,14.568840579710146,13.389420684366401
12,71,22.963768115942035,19.01297737180029
13,62,17.543478260869573,16.602881648614336
14,53,13.89130434782609,14.192785925428385
15,50,12.644927536231885,13.389420684366401
16,58,17.043478260869566,15.531727993865024
17,59,13.873188405797105,15.799516407552353
18,48,10.282608695652176,12.853843856991745
19,53,15.760869565217392,14.192785925428385
20,61,16.416666666666668,16.335093234927008
21,62,18.416666666666668,16.602881648614336
22,47,12.583333333333334,12.586055443304417
23,48,12.159420289855074,12.853843856991745
0,52,12.264492753623188,13.924997511741056
1,54,13.934782608695658,14.460574339115713
2,57,13.978260869565226,15.263939580177697
3,66,17.32608695652175,17.67403530336365
4,57,13.148550724637683,15.263939580177697
5,56,13.528985507246382,14.99615116649037
6,57,16.782608695652183,15.263939580177697
7,44,9.836956521739129,11.782690202242433
8,61,19.014492753623188,16.335093234927008
9,78,20.826086956521742,20.887496267611585
10,52,16.097826086956527,13.924997511741056
11,51,12.76811594202899,13.657209098053729
12,63,18.23550724637682,16.870670062301663
13,60,16.15217391304348,16.06730482123968
14,43,12.326086956521744,11.514901788555104
15,57,13.257246376811601,15.263939580177697
16,65,19.702898550724644,17.40624688967632
17,50,14.152173913043482,13.389420684366401
18,67,18.155797101449274,17.941823717050976
19,50,13.2536231884058,13.389420684366401
20,53,15.800724637681164,14.192785925428385
21,56,15.590579710144928,14.99615116649037
22,49,12.420289855072461,13.121632270679072
23,69,16.115942028985508,18.47740054442563
0,63,16.992753623188413,16.870670062301663
1,57,14.01811594202899,15.263939580177697
2,54,14.336956521739134,14.460574339115713
3,53,13.184782608695652,14.192785925428385
4,47,12.15217391304348,12.586055443304417
5,54,14.891304347826091,14.460574339115713
6,58,16.489130434782616,15.531727993865024
7,61,17.3804347826087,16.335093234927008
8,60,17.134057971014496,16.06730482123968
9,53,14.286231884057976,14.192785925428385
10,52,13.55797101449276,13.924997511741056
11,51,15.807971014492754,13.657209098053729
12,52,14.586956521739134,13.924997511741056
13,51,15.717391304347823,13.657209098053729
14,48,12.123188405797105,12.853843856991745
15,59,16.789855072463777,15.799516407552353
16,50,13.586956521739138,13.389420684366401
17,63,17.31159420289855,16.870670062301663
18,53,13.536231884057976,14.192785925428385
19,67,18.59057971014493,17.941823717050976
20,40,10.344202898550726,10.71153654749312
21,55,14.463768115942035,14.72836275280304
22,58,14.028985507246375,15.531727993865024
23,64,18.96014492753624,17.138458475988994
0,52,15.847826086956523,13.924997511741056
1,42,12.601449275362322,11.247113374867777
2,58,14.7572463768116,15.531727993865024
3,53,13.36231884057971,14.192785925428385
4,54,15.025362318840585,14.460574339115713
5,58,14.855072463768117,15.531727993865024
6,51,11.568840579710152,13.657209098053729
7,49,12.264492753623188,13.121632270679072
8,54,15.1376811594203,14.460574339115713
9,49,13.789855072463771,13.121632270679072
10,68,15.710144927536241,18.209612130738304
11,65,17.30434782608696,17.40624688967632
12,51,12.09057971014493,13.657209098053729
13,77,21.079710144927542,20.619707853924258
14,50,13.521739130434783,13.389420684366401
15,56,14.630434782608699,14.99615116649037
16,57,14.007246376811588,15.263939580177697
17,58,14.855072463768117,15.531727993865024
18,59,14.99275362318841,15.799516407552353
19,57,17.02536231884059,15.263939580177697
20,61,16.34420289855073,16.335093234927008
21,62,18.489130434782616,16.602881648614336
22,56,13.126811594202907,14.99615116649037
23,53,14.384057971014496,14.192785925428385
0,59,17.83695652173913,15.799516407552353
1,51,13.500000000000002,13.657209098053729
2,53,14.413043478260876,14.192785925428385
3,54,15.597826086956525,14.460574339115713
4,64,16.413043478260878,17.138458475988994
5,46,13.119565217391308,12.318267029617088
6,44,10.123188405797102,11.782690202242433
7,53,14.384057971014498,14.192785925428385
8,59,16.844202898550723,15.799516407552353
9,62,15.231884057971019,16.602881648614336
10,65,18.81521739130435,17.40624688967632
11,56,19.159420289855074,14.99615116649037
12,61,16.489130434782616,16.335093234927008
13,59,17.47463768115942,15.799516407552353
14,60,18.31159420289855,16.06730482123968
15,55,14.648550724637683,14.72836275280304
16,50,12.463768115942035,13.389420684366401
17,63,17.565217391304355,16.870670062301663
18,46,13.45289855072464,12.318267029617088
19,80,19.057971014492757,21.42307309498624
20,52,14.554347826086959,13.924997511741056
21,55,14.481884057971016,14.72836275280304
22,48,12.485507246376816,12.853843856991745
23,72,18.413043478260875,19.280765785487617
0,35,10.333333333333334,9.372594479056481
1,47,12.49275362318841,12.586055443304417
2,53,13.576086956521738,14.192785925428385
3,39,11.884057971014496,10.443748133805792
4,48,13.090579710144931,12.853843856991745
5,54,14.974637681159424,14.460574339115713
6,54,15.155797101449284,14.460574339115713
7,48,11.500000000000004,12.853843856991745
8,48,12.507246376811594,12.853843856991745
9,54,12.782608695652177,14.460574339115713
10,59,15.3876811594203,15.799516407552353
11,65,17.94202898550725,17.40624688967632
12,54,13.724637681159424,14.460574339115713
13,64,17.612318840579714,17.138458475988994
14,39,11.86231884057971,10.443748133805792
15,44,13.159420289855076,11.782690202242433
16,54,15.40942028985508,14.460574339115713
17,60,15.300724637681162,16.06730482123968
18,55,15.30797101449276,14.72836275280304
19,49,13.847826086956532,13.121632270679072
20,60,12.894927536231885,16.06730482123968
21,44,11.097826086956522,11.782690202242433
22,63,13.326086956521738,16.870670062301663
23,50,13.981884057971014,13.389420684366401
0,73,17.010869565217405,19.548554199174944
1,51,13.692028985507251,13.657209098053729
2,47,11.268115942028984,12.586055443304417
3,45,12.815217391304351,12.05047861592976
4,50,10.652173913043484,13.389420684366401
5,43,11.221014492753627,11.514901788555104
6,60,15.634057971014503,16.06730482123968
7,56,15.594202898550732,14.99615116649037
8,42,11.840579710144926,11.247113374867777
9,57,14.15217391304348,15.263939580177697
10,66,17.644927536231886,17.67403530336365
11,68,18.630434782608695,18.209612130738304
12,56,15.134057971014496,14.99615116649037
13,68,18.30434782608697,18.209612130738304
14,57,14.844202898550732,15.263939580177697
15,61,17.93115942028986,16.335093234927008
16,63,16.78260869565218,16.870670062301663
17,49,13.148550724637683,13.121632270679072
18,46,12.34057971014493,12.318267029617088
19,49,12.702898550724644,13.121632270679072
20,59,14.735507246376807,15.799516407552353
21,41,10.637681159420293,10.979324961180449
22,49,13.510869565217392,13.121632270679072
23,48,13.260869565217392,12.853843856991745
0,73,21.760869565217394,19.548554199174944
1,40,10.717391304347826,10.71153654749312
2,49,12.326086956521744,13.121632270679072
3,61,15.721014492753623,16.335093234927008
4,51,13.735507246376814,13.657209098053729
5,51,15.34420289855073,13.657209098053729
6,49,12.460144927536238,13.121632270679072
7,56,15.000000000000005,14.99615116649037
8,66,17.362318840579707,17.67403530336365
9,49,12.333333333333336,13.121632270679072
10,64,16.960144927536238,17.138458475988994
11,38,10.177536231884057,10.175959720118465
12,60,15.65579710144928,16.06730482123968
13,59,15.144927536231888,15.799516407552353
14,60,15.710144927536236,16.06730482123968
15,58,16.423913043478265,15.531727993865024
16,59,17.66304347826087,15.799516407552353
17,48,11.532608695652174,12.853843856991745
18,48,14.134057971014496,12.853843856991745
19,57,15.699275362318842,15.263939580177697
20,56,13.565217391304348,14.99615116649037
21,62,14.858695652173912,16.602881648614336
22,53,12.271739130434787,14.192785925428385
23,45,14.094202898550726,12.05047861592976
0,53,15.242753623188413,14.192785925428385
1,49,13.126811594202902,13.121632270679072
2,53,13.391304347826086,14.192785925428385
3,48,13.503623188405797,12.853843856991745
4,57,16.557971014492757,15.263939580177697
5,68,17.09782608695653,18.209612130738304
6,65,16.76086956521739,17.40624688967632
7,65,16.644927536231883,17.40624688967632
8,56,16.60507246376812,14.99615116649037
9,47,13.384057971014498,12.586055443304417
10,50,13.66304347826087,13.389420684366401
11,62,18.20289855072464,16.602881648614336
12,62,18.177536231884062,16.602881648614336
13,53,12.884057971014498,14.192785925428385
14,43,10.369565217391306,11.514901788555104
15,47,13.032608695652174,12.586055443304417
16,54,13.173913043478269,14.460574339115713
17,60,14.822463768115941,16.06730482123968
18,60,16.123188405797105,16.06730482123968
19,54,16.123188405797105,14.460574339115713
20,51,14.84057971014493,13.657209098053729
21,53,15.235507246376814,14.192785925428385
22,56,15.126811594202898,14.99615116649037
23,57,15.55072463768116,15.263939580177697
0,51,13.231884057971019,13.657209098053729
1,56,13.836956521739133,14.99615116649037
2,64,16.681159420289845,17.138458475988994
3,69,21.181159420289873,18.47740054442563
4,66,17.862318840579718,17.67403530336365
5,62,19.17753623188406,16.602881648614336
6,63,17.996376811594207,16.870670062301663
7,59,15.920289855072467,15.799516407552353
8,60,15.235507246376814,16.06730482123968
9,50,12.746376811594208,13.389420684366401
10,61,15.876811594202898,16.335093234927008
11,43,9.623188405797103,11.514901788555104
12,70,21.471014492753635,18.745188958112962
13,50,14.452898550724646,13.389420684366401
14,39,9.431159420289855,10.443748133805792
15,60,16.981884057971023,16.06730482123968
16,49,14.405797101449282,13.121632270679072
17,51,13.65217391304348,13.657209098053729
18,51,12.177536231884062,13.657209098053729
19,68,16.728260869565222,18.209612130738304
20,68,19.98188405797102,18.209612130738304
21,64,20.800724637681174,17.138458475988994
22,58,17.137681159420293,15.531727993865024
23,43,12.21739130434783,11.514901788555104
0,49,14.054347826086962,13.121632270679072
1,44,11.778985507246382,11.782690202242433
2,63,16.99637681159421,16.870670062301663
3,41,10.402173913043477,10.979324961180449
4,64,19.833333333333332,17.138458475988994
5,46,11.141304347826084,12.318267029617088
6,50,13.550724637681155,13.389420684366401
7,57,16.956521739130437,15.263939580177697
8,43,12.057971014492756,11.514901788555104
9,53,12.521739130434781,14.192785925428385
10,44,10.793478260869566,11.782690202242433
11,54,14.039855072463771,14.460574339115713
12,58,16.090579710144933,15.531727993865024
13,67,16.373188405797105,17.941823717050976
14,48,15.115942028985511,12.853843856991745
15,56,15.989130434782611,14.99615116649037
16,54,16.42391304347827,14.460574339115713
17,55,13.420289855072467,14.72836275280304
18,60,15.141304347826091,16.06730482123968
19,38,9.126811594202897,10.175959720118465
20,63,16.862318840579718,16.870670062301663
21,51,9.489130434782611,13.657209098053729
22,44,9.916666666666668,11.782690202242433
23,65,17.52898550724638,17.40624688967632
