,npoly,thetapi,thetaw
14,1,0.15942028985507245,0.26778841368732803
15,23,4.054347826086956,6.159133514808544
16,25,4.311594202898551,6.694710342183201
17,14,4.166666666666666,3.7490377916225923
18,9,1.717391304347826,2.410095723185952
19,16,3.735507246376812,4.2846146189972485
20,25,4.945652173913043,6.694710342183201
21,13,3.148550724637681,3.481249377935264
22,4,0.5615942028985507,1.0711536547493121
23,14,3.33695652173913,3.7490377916225923
0,13,3.822463768115942,3.481249377935264
1,9,2.351449275362319,2.410095723185952
2,10,3.619565217391304,2.67788413687328
3,21,5.630434782608694,5.623556687433888
4,14,3.2862318840579707,3.7490377916225923
5,8,2.286231884057971,2.1423073094986242
6,14,4.8478260869565215,3.7490377916225923
7,18,4.713768115942029,4.820191446371904
8,19,5.231884057971015,5.0879798600592325
9,15,3.753623188405797,4.01682620530992
10,17,4.231884057971015,4.552403032684576
11,30,7.119565217391303,8.03365241061984
12,11,1.9456521739130432,2.9456725505606083
13,12,3.9239130434782608,3.213460964247936
14,21,4.978260869565217,5.623556687433888
15,17,3.9999999999999996,4.552403032684576
16,9,2.6340579710144927,2.410095723185952
17,17,2.3514492753623193,4.552403032684576
18,13,3.18840579710145,3.481249377935264
19,18,4.07608695652174,4.820191446371904
20,28,8.050724637681162,7.498075583245185
21,13,3.8260869565217392,3.481249377935264
22,11,2.471014492753623,2.9456725505606083
23,21,2.5652173913043477,5.623556687433888
0,4,1.221014492753623,1.0711536547493121
1,10,2.199275362318841,2.67788413687328
2,11,2.782608695652174,2.9456725505606083
3,21,5.78623188405797,5.623556687433888
4,9,2.5326086956521734,2.410095723185952
5,10,1.58695652173913,2.67788413687328
6,12,2.0579710144927534,3.213460964247936
7,1,0.15942028985507245,0.26778841368732803
8,18,3.7753623188405796,4.820191446371904
9,17,5.3731884057971016,4.552403032684576
10,11,2.3695652173913047,2.9456725505606083
11,18,5.431159420289854,4.820191446371904
12,14,2.945652173913043,3.7490377916225923
13,20,8.13768115942029,5.35576827374656
14,17,2.336956521739131,4.552403032684576
15,7,1.826086956521739,1.8745188958112962
16,17,3.3659420289855073,4.552403032684576
17,19,6.75,5.0879798600592325
18,5,1.286231884057971,1.33894206843664
19,16,1.6992753623188401,4.2846146189972485
20,10,1.9782608695652173,2.67788413687328
21,20,5.108695652173914,5.35576827374656
22,22,7.297101449275361,5.891345101121217
23,26,8.489130434782608,6.962498755870528
0,8,1.7355072463768113,2.1423073094986242
1,23,5.014492753623188,6.159133514808544
2,20,3.206521739130434,5.35576827374656
3,13,1.7282608695652175,3.481249377935264
4,19,3.8586956521739135,5.0879798600592325
5,25,4.1557971014492745,6.694710342183201
6,21,6.934782608695653,5.623556687433888
7,25,5.184782608695651,6.694710342183201
8,21,6.952898550724637,5.623556687433888
9,17,4.6775362318840585,4.552403032684576
10,25,6.275362318840579,6.694710342183201
11,28,6.586956521739131,7.498075583245185
12,15,1.945652173913043,4.01682620530992
13,4,0.9311594202898551,1.0711536547493121
14,17,6.2065217391304355,4.552403032684576
15,12,3.666666666666666,3.213460964247936
16,10,1.963768115942029,2.67788413687328
17,18,4.974637681159421,4.820191446371904
18,5,0.7137681159420289,1.33894206843664
19,14,2.945652173913045,3.7490377916225923
20,34,13.3840579710145,9.104806065369152
21,8,1.3007246376811594,2.1423073094986242
22,18,4.594202898550724,4.820191446371904
23,26,8.996376811594203,6.962498755870528
0,25,6.945652173913045,6.694710342183201
1,22,6.134057971014492,5.891345101121217
2,18,4.003623188405798,4.820191446371904
3,15,3.9637681159420284,4.01682620530992
4,12,2.6775362318840576,3.213460964247936
5,12,2.148550724637681,3.213460964247936
6,27,6.77536231884058,7.230287169557856
7,14,2.0471014492753623,3.7490377916225923
8,19,2.7282608695652177,5.0879798600592325
9,22,6.51449275362319,5.891345101121217
10,17,3.6920289855072457,4.552403032684576
11,16,2.9420289855072457,4.2846146189972485
12,13,2.7789855072463774,3.481249377935264
13,24,6.456521739130434,6.426921928495872
14,6,1.6666666666666665,1.606730482123968
15,22,5.528985507246378,5.891345101121217
16,20,3.4927536231884067,5.35576827374656
17,14,4.500000000000001,3.7490377916225923
18,5,1.2391304347826086,1.33894206843664
19,12,2.818840579710145,3.213460964247936
20,19,4.855072463768115,5.0879798600592325
21,15,5.423913043478261,4.01682620530992
22,17,4.989130434782608,4.552403032684576
23,16,2.518115942028986,4.2846146189972485
0,24,3.7246376811594204,6.426921928495872
1,14,3.63768115942029,3.7490377916225923
2,24,5.326086956521739,6.426921928495872
3,21,3.373188405797102,5.623556687433888
4,14,3.1557971014492754,3.7490377916225923
5,12,3.322463768115942,3.213460964247936
6,17,4.271739130434781,4.552403032684576
7,16,2.0289855072463765,4.2846146189972485
8,7,1.9347826086956519,1.8745188958112962
9,19,2.713768115942029,5.0879798600592325
10,19,6.597826086956522,5.0879798600592325
11,19,4.815217391304348,5.0879798600592325
12,22,7.757246376811596,5.891345101121217
13,15,4.525362318840581,4.01682620530992
14,17,3.978260869565217,4.552403032684576
15,19,6.637681159420291,5.0879798600592325
16,18,5.054347826086957,4.820191446371904
17,16,4.054347826086957,4.2846146189972485
18,15,2.394927536231884,4.01682620530992
19,14,4.036231884057971,3.7490377916225923
20,14,4.22463768115942,3.7490377916225923
21,13,2.681159420289855,3.481249377935264
22,20,6.804347826086956,5.35576827374656
23,16,2.8152173913043477,4.2846146189972485
0,13,2.4565217391304346,3.481249377935264
1,45,9.681159420289854,12.05047861592976
2,27,6.286231884057971,7.230287169557856
3,13,3.6268115942028984,3.481249377935264
4,18,2.880434782608695,4.820191446371904
5,16,6.1521739130434785,4.2846146189972485
6,4,1.6014492753623188,1.0711536547493121
7,11,2.3369565217391304,2.9456725505606083
8,16,3.0978260869565215,4.2846146189972485
9,21,4.032608695652174,5.623556687433888
10,20,4.855072463768115,5.35576827374656
11,13,4.358695652173913,3.481249377935264
12,21,5.829710144927537,5.623556687433888
13,9,1.7499999999999998,2.410095723185952
14,22,6.380434782608696,5.891345101121217
15,8,1.0326086956521738,2.1423073094986242
16,16,3.3550724637681157,4.2846146189972485
17,26,7.282608695652173,6.962498755870528
18,15,3.344202898550725,4.01682620530992
19,7,1.6485507246376812,1.8745188958112962
20,16,5.054347826086956,4.2846146189972485
21,9,2.3152173913043477,2.410095723185952
22,11,2.5507246376811596,2.9456725505606083
23,18,3.5797101449275357,4.820191446371904
0,10,1.6557971014492752,2.67788413687328
1,19,4.018115942028986,5.0879798600592325
2,11,2.47463768115942,2.9456725505606083
3,27,5.605072463768114,7.230287169557856
4,12,2.0253623188405796,3.213460964247936
5,11,2.648550724637681,2.9456725505606083
6,9,2.572463768115942,2.410095723185952
7,8,1.108695652173913,2.1423073094986242
8,26,8.967391304347826,6.962498755870528
9,18,4.416666666666667,4.820191446371904
10,9,1.6739130434782608,2.410095723185952
11,8,2.0507246376811596,2.1423073094986242
12,22,2.9673913043478266,5.891345101121217
13,16,3.7862318840579707,4.2846146189972485
14,20,3.322463768115941,5.35576827374656
15,20,7.213768115942029,5.35576827374656
16,22,6.199275362318841,5.891345101121217
17,18,5.11231884057971,4.820191446371904
18,11,3.170289855072464,2.9456725505606083
19,22,8.637681159420291,5.891345101121217
20,16,1.793478260869565,4.2846146189972485
21,7,2.5471014492753623,1.8745188958112962
22,19,4.333333333333333,5.0879798600592325
23,9,1.1992753623188404,2.410095723185952
0,16,4.249999999999999,4.2846146189972485
1,18,3.7826086956521734,4.820191446371904
2,14,3.873188405797102,3.7490377916225923
3,16,4.655797101449275,4.2846146189972485
4,20,4.771739130434783,5.35576827374656
5,13,4.192028985507246,3.481249377935264
6,8,1.9492753623188404,2.1423073094986242
7,15,4.471014492753624,4.01682620530992
8,13,3.8369565217391304,3.481249377935264
9,20,4.112318840579709,5.35576827374656
10,9,2.442028985507246,2.410095723185952
11,19,7.152173913043477,5.0879798600592325
12,15,3.5144927536231885,4.01682620530992
13,13,2.3333333333333335,3.481249377935264
14,12,4.2065217391304355,3.213460964247936
15,18,2.554347826086956,4.820191446371904
16,10,1.8514492753623186,2.67788413687328
17,8,1.5181159420289854,2.1423073094986242
18,12,2.7789855072463765,3.213460964247936
19,14,3.5760869565217397,3.7490377916225923
20,18,5.869565217391305,4.820191446371904
21,18,4.181159420289855,4.820191446371904
22,26,7.971014492753627,6.962498755870528
23,11,2.373188405797101,2.9456725505606083
0,10,2.257246376811594,2.67788413687328
1,3,0.4021739130434782,0.803365241061984
2,13,3.478260869565217,3.481249377935264
3,14,3.833333333333333,3.7490377916225923
4,23,5.971014492753625,6.159133514808544
5,16,3.891304347826087,4.2846146189972485
6,26,8.076086956521737,6.962498755870528
7,13,2.86231884057971,3.481249377935264
8,14,2.8949275362318847,3.7490377916225923
9,21,5.173913043478262,5.623556687433888
10,12,3.3333333333333326,3.213460964247936
11,34,10.496376811594207,9.104806065369152
12,26,9.456521739130435,6.962498755870528
13,30,8.195652173913045,8.03365241061984
14,15,4.184782608695652,4.01682620530992
15,16,3.032608695652174,4.2846146189972485
16,11,2.2753623188405796,2.9456725505606083
17,17,3.278985507246376,4.552403032684576
18,13,2.5398550724637685,3.481249377935264
19,13,2.9311594202898545,3.481249377935264
20,7,1.608695652173913,1.8745188958112962
21,15,2.253623188405797,4.01682620530992
22,23,6.673913043478261,6.159133514808544
23,12,3.1557971014492754,3.213460964247936
0,23,5.518115942028985,6.159133514808544
1,17,6.231884057971014,4.552403032684576
2,14,4.706521739130434,3.7490377916225923
3,15,3.4311594202898545,4.01682620530992
4,15,3.3550724637681157,4.01682620530992
5,16,3.2391304347826084,4.2846146189972485
6,16,3.481884057971014,4.2846146189972485
7,7,1.2246376811594202,1.8745188958112962
8,4,0.8478260869565217,1.0711536547493121
9,25,7.402173913043477,6.694710342183201
10,15,3.8985507246376816,4.01682620530992
11,13,2.579710144927536,3.481249377935264
12,10,2.1739130434782608,2.67788413687328
13,14,4.971014492753623,3.7490377916225923
14,19,5.025362318840579,5.0879798600592325
15,18,4.793478260869565,4.820191446371904
16,13,2.793478260869565,3.481249377935264
17,17,4.659420289855073,4.552403032684576
18,11,2.3297101449275366,2.9456725505606083
19,17,3.9202898550724625,4.552403032684576
20,16,4.286231884057972,4.2846146189972485
21,8,1.9528985507246375,2.1423073094986242
22,9,2.4927536231884058,2.410095723185952
23,24,6.1557971014492745,6.426921928495872
0,17,2.06159420289855,4.552403032684576
1,12,2.7717391304347823,3.213460964247936
2,5,0.9746376811594204,1.33894206843664
3,15,3.692028985507246,4.01682620530992
4,11,3.641304347826086,2.9456725505606083
5,9,2.434782608695652,2.410095723185952
6,13,1.3876811594202894,3.481249377935264
7,7,1.2572463768115942,1.8745188958112962
8,23,8.282608695652174,6.159133514808544
9,20,6.112318840579711,5.35576827374656
10,13,2.9782608695652164,3.481249377935264
11,14,3.076086956521739,3.7490377916225923
12,18,5.655797101449275,4.820191446371904
13,20,5.884057971014494,5.35576827374656
14,17,3.8623188405797104,4.552403032684576
15,33,14.23188405797102,8.837017651681824
16,10,2.641304347826087,2.67788413687328
17,14,4.427536231884058,3.7490377916225923
18,4,0.7463768115942029,1.0711536547493121
19,19,5.996376811594202,5.0879798600592325
20,30,6.268115942028987,8.03365241061984
21,22,6.496376811594203,5.891345101121217
22,33,9.27898550724638,8.837017651681824
23,19,3.978260869565217,5.0879798600592325
0,12,2.692028985507246,3.213460964247936
1,11,3.594202898550725,2.9456725505606083
2,25,4.22463768115942,6.694710342183201
3,16,5.644927536231884,4.2846146189972485
4,24,5.047101449275362,6.426921928495872
5,23,6.731884057971017,6.159133514808544
6,13,2.9673913043478257,3.481249377935264
7,11,2.648550724637681,2.9456725505606083
8,20,5.6231884057971,5.35576827374656
9,7,1.507246376811594,1.8745188958112962
10,22,5.768115942028985,5.891345101121217
11,13,3.931159420289855,3.481249377935264
12,23,4.365942028985507,6.159133514808544
13,20,4.235507246376812,5.35576827374656
14,31,9.141304347826086,8.301440824307168
15,17,4.550724637681158,4.552403032684576
16,16,3.3297101449275357,4.2846146189972485
17,19,3.525362318840579,5.0879798600592325
18,10,2.4057971014492754,2.67788413687328
19,23,5.992753623188406,6.159133514808544
20,11,1.8478260869565217,2.9456725505606083
21,8,2.2246376811594204,2.1423073094986242
22,19,8.38768115942029,5.0879798600592325
23,13,2.8586956521739135,3.481249377935264
0,14,2.384057971014493,3.7490377916225923
1,20,4.55072463768116,5.35576827374656
2,19,5.420289855072464,5.0879798600592325
3,23,7.384057971014492,6.159133514808544
4,25,4.952898550724635,6.694710342183201
5,5,0.8514492753623188,1.33894206843664
6,7,0.9202898550724637,1.8745188958112962
7,12,2.380434782608696,3.213460964247936
8,36,11.536231884057973,9.640382892743808
9,19,4.079710144927535,5.0879798600592325
10,16,4.057971014492754,4.2846146189972485
11,12,3.289855072463768,3.213460964247936
12,15,3.550724637681159,4.01682620530992
13,17,4.5144927536231885,4.552403032684576
14,18,4.431159420289855,4.820191446371904
15,21,6.677536231884057,5.623556687433888
16,14,2.557971014492753,3.7490377916225923
17,11,2.6340579710144922,2.9456725505606083
18,10,2.6159420289855073,2.67788413687328
19,8,2.3152173913043477,2.1423073094986242
20,11,2.5615942028985503,2.9456725505606083
21,19,6.286231884057971,5.0879798600592325
22,30,7.492753623188405,8.03365241061984
23,24,6.539855072463767,6.426921928495872
0,15,5.083333333333334,4.01682620530992
1,20,5.307971014492754,5.35576827374656
2,30,9.855072463768119,8.03365241061984
3,18,4.894927536231884,4.820191446371904
4,18,4.489130434782609,4.820191446371904
5,13,2.7028985507246377,3.481249377935264
6,29,11.065217391304346,7.765863996932512
7,17,4.9311594202898545,4.552403032684576
8,13,2.576086956521739,3.481249377935264
9,11,2.5724637681159415,2.9456725505606083
10,12,4.311594202898551,3.213460964247936
11,24,6.322463768115942,6.426921928495872
12,9,2.206521739130435,2.410095723185952
13,18,3.7826086956521743,4.820191446371904
14,15,4.27536231884058,4.01682620530992
15,40,10.137681159420287,10.71153654749312
16,11,2.0217391304347827,2.9456725505606083
17,24,4.376811594202898,6.426921928495872
18,12,2.7463768115942027,3.213460964247936
19,8,1.4710144927536233,2.1423073094986242
20,16,3.5326086956521747,4.2846146189972485
21,20,6.648550724637682,5.35576827374656
22,16,2.6485507246376816,4.2846146189972485
23,14,2.1811594202898554,3.7490377916225923
0,6,2.25,1.606730482123968
1,8,2.920289855072464,2.1423073094986242
2,6,1.7427536231884058,1.606730482123968
3,24,5.253623188405797,6.426921928495872
4,11,2.213768115942029,2.9456725505606083
5,26,5.8731884057971016,6.962498755870528
6,17,4.010869565217392,4.552403032684576
7,19,4.760869565217392,5.0879798600592325
8,33,12.876811594202902,8.837017651681824
9,9,1.4637681159420288,2.410095723185952
10,22,4.6014492753623175,5.891345101121217
11,15,5.123188405797101,4.01682620530992
12,9,2.010869565217391,2.410095723185952
13,14,2.5471014492753623,3.7490377916225923
14,13,2.6485507246376807,3.481249377935264
15,15,3.681159420289855,4.01682620530992
16,16,3.7355072463768115,4.2846146189972485
17,17,3.960144927536231,4.552403032684576
18,18,6.34782608695652,4.820191446371904
19,17,4.5978260869565215,4.552403032684576
20,20,7.684782608695652,5.35576827374656
21,19,7.420289855072463,5.0879798600592325
22,29,4.605072463768116,7.765863996932512
23,17,5.195652173913043,4.552403032684576
0,17,2.7028985507246377,4.552403032684576
1,16,4.11231884057971,4.2846146189972485
2,12,1.9130434782608694,3.213460964247936
3,11,2.1123188405797104,2.9456725505606083
4,15,4.025362318840578,4.01682620530992
5,19,3.963768115942029,5.0879798600592325
6,15,4.438405797101449,4.01682620530992
7,9,2.778985507246377,2.410095723185952
8,27,5.75,7.230287169557856
9,11,2.6992753623188404,2.9456725505606083
10,27,8.03623188405797,7.230287169557856
11,7,1.7572463768115942,1.8745188958112962
12,21,5.6775362318840585,5.623556687433888
13,14,4.202898550724638,3.7490377916225923
14,18,5.663043478260868,4.820191446371904
15,20,6.728260869565216,5.35576827374656
16,5,0.9927536231884058,1.33894206843664
17,30,8.89855072463768,8.03365241061984
18,24,8.307971014492752,6.426921928495872
19,32,11.927536231884062,8.569229237994497
20,16,5.018115942028985,4.2846146189972485
21,15,4.010869565217391,4.01682620530992
22,12,2.4673913043478257,3.213460964247936
23,11,1.963768115942029,2.9456725505606083
0,14,3.391304347826087,3.7490377916225923
1,13,1.8586956521739129,3.481249377935264
2,15,2.7282608695652173,4.01682620530992
3,11,3.4057971014492754,2.9456725505606083
4,22,5.489130434782608,5.891345101121217
5,14,3.021739130434782,3.7490377916225923
6,8,2.0543478260869565,2.1423073094986242
7,23,6.7681159420289845,6.159133514808544
8,10,2.195652173913043,2.67788413687328
9,17,4.786231884057972,4.552403032684576
10,16,3.6159420289855073,4.2846146189972485
11,9,1.2934782608695654,2.410095723185952
12,16,4.177536231884057,4.2846146189972485
13,21,5.369565217391305,5.623556687433888
14,19,3.6304347826086953,5.0879798600592325
15,19,5.989130434782608,5.0879798600592325
16,15,5.362318840579709,4.01682620530992
17,19,5.967391304347827,5.0879798600592325
18,16,3.6268115942028984,4.2846146189972485
19,16,5.188405797101448,4.2846146189972485
20,19,6.1268115942028984,5.0879798600592325
21,19,3.5869565217391304,5.0879798600592325
22,18,6.039855072463767,4.820191446371904
23,7,1.7137681159420288,1.8745188958112962
0,12,2.4637681159420293,3.213460964247936
1,16,5.202898550724637,4.2846146189972485
2,16,5.242753623188407,4.2846146189972485
3,17,3.5652173913043477,4.552403032684576
4,14,3.213768115942029,3.7490377916225923
5,9,2.5072463768115942,2.410095723185952
6,29,7.8224637681159415,7.765863996932512
7,13,4.485507246376811,3.481249377935264
8,13,3.94927536231884,3.481249377935264
9,16,4.076086956521739,4.2846146189972485
10,15,3.126811594202899,4.01682620530992
11,12,3.1376811594202896,3.213460964247936
12,15,4.648550724637681,4.01682620530992
13,20,6.1847826086956506,5.35576827374656
14,25,6.782608695652175,6.694710342183201
15,30,4.985507246376811,8.03365241061984
16,17,2.4420289855072466,4.552403032684576
17,16,4.311594202898551,4.2846146189972485
18,25,4.9021739130434785,6.694710342183201
19,20,2.6159420289855078,5.35576827374656
20,11,3.079710144927536,2.9456725505606083
21,17,4.920289855072464,4.552403032684576
22,22,5.778985507246377,5.891345101121217
23,17,5.677536231884059,4.552403032684576
0,31,13.217391304347831,8.301440824307168
1,14,3.9202898550724634,3.7490377916225923
2,18,3.670289855072464,4.820191446371904
3,8,1.6050724637681157,2.1423073094986242
4,23,7.894927536231887,6.159133514808544
5,8,1.3478260869565217,2.1423073094986242
6,13,3.181159420289855,3.481249377935264
7,14,3.8804347826086953,3.7490377916225923
8,17,3.8731884057971007,4.552403032684576
9,9,1.5108695652173916,2.410095723185952
10,23,7.619565217391305,6.159133514808544
11,17,3.5289855072463774,4.552403032684576
12,10,1.8152173913043477,2.67788413687328
13,20,3.297101449275363,5.35576827374656
14,13,2.0652173913043477,3.481249377935264
15,19,5.13768115942029,5.0879798600592325
16,23,6.561594202898549,6.159133514808544
17,29,8.30072463768116,7.765863996932512
18,11,2.6159420289855073,2.9456725505606083
19,16,4.329710144927536,4.2846146189972485
20,13,3.4456521739130435,3.481249377935264
21,20,5.253623188405797,5.35576827374656
22,7,0.9420289855072463,1.8745188958112962
23,19,5.456521739130435,5.0879798600592325
